t,count
1493609208,0
1493609209,0
1493609210,0
1493609211,0
1493609212,0
1493609213,0
1493609214,0
1493609215,0
1493609216,0
1493609217,0
1493609218,0
1493609219,0
1493609220,0
1493609221,0
1493609222,0
1493609223,0
1493609224,0
1493609225,0
1493609226,0
1493609227,0
1493609228,0
1493609229,0
1493609230,0
1493609231,0
1493609243,0
1493609244,0
1493609245,0
1493609246,0
1493609247,0
1493609248,0
1493609249,0
1493609250,0
1493609251,0
1493609252,0
1493609253,0
1493609254,0
1493609255,0
1493609256,0
1493609257,0
1493609258,0
1493609259,0
1493609260,0
1493609261,0
1493609262,0
1493609263,0
1493609264,0
1493609265,0
1493609266,0
1493609281,0
1493609282,0
1493609283,0
1493609284,0
1493609285,0
1493609286,0
1493609287,0
1493609288,0
1493609289,0
1493609290,0
1493609291,0
1493609292,0
1493609293,0
1493609294,0
1493609295,0
1493609296,0
1493609297,0
1493609298,0
1493609299,0
1493609300,0
1493609301,0
1493609302,0
1493609303,0
1493609532,0
1493609533,0
1493609534,0
1493609535,0
1493609536,0
1493609537,0
1493609538,0
1493609539,0
1493609540,0
1493609541,0
1493609542,0
1493609543,0
1493609544,0
1493609545,0
1493609546,0
1493609547,0
1493609548,0
1493609549,0
1493609550,0
1493609551,0
1493609552,0
1493609553,0
1493609554,0
1493609642,0
1493609643,0
1493609644,0
1493609645,0
1493609646,0
1493609647,0
1493609648,0
1493609649,0
1493609650,0
1493609651,0
1493609652,0
1493609653,0
1493609654,0
1493609655,0
1493609656,0
1493609657,0
1493609658,0
1493609659,0
1493609660,0
1493609661,0
1493609662,0
1493609694,0
1493609695,0
1493609696,0
1493609697,0
1493609698,0
1493609699,0
1493609700,0
1493609701,0
1493609702,0
1493609703,0
1493609704,0
1493609705,0
1493609706,0
1493609707,0
1493609708,0
1493609709,0
1493609710,0
1493609711,0
1493609731,0
1493609732,0
1493609733,0
1493609734,0
1493609735,0
1493609736,0
1493609737,0
1493609738,0
1493609739,0
1493609740,0
1493609741,0
1493609742,0
1493609743,0
1493609744,0
1493609745,0
1493609746,0
1493609747,0
1493609748,0
1493609749,0
1493609750,0
1493609751,0
1493610007,0
1493610008,0
1493610009,0
1493610010,0
1493610011,0
1493610012,0
1493610013,0
1493610014,0
1493610015,0
1493610016,0
1493610017,0
1493610018,0
1493610019,0
1493610020,0
1493610021,0
1493610022,0
1493610023,0
1493610024,0
1493610025,0
1493610026,0
1493610027,0
1493610028,0
1493610029,0
1493610030,0
1493610696,0
