t,value
1493609212,0
1493609213,0
1493609214,0
1493609215,0
1493609216,0
1493609217,0
1493609218,0
1493609219,0
1493609220,0
1493609221,0
1493609222,0
1493609223,0
1493609224,0
1493609225,0
1493609226,0
1493609227,0
1493609228,0
1493609229,0
1493609230,0
1493609231,0
1493609246,0
1493609247,0
1493609248,0
1493609249,0
1493609250,0
1493609251,0
1493609252,0
1493609253,0
1493609254,0
1493609255,0
1493609256,0
1493609257,0
1493609258,0
1493609259,0
1493609260,0
1493609261,0
1493609262,0
1493609263,0
1493609264,0
1493609265,0
1493609266,0
1493609283,0
1493609284,0
1493609285,0
1493609286,0
1493609287,0
1493609288,0
1493609289,0
1493609290,0
1493609291,0
1493609292,0
1493609293,0
1493609294,0
1493609295,0
1493609296,0
1493609297,0
1493609298,0
1493609299,0
1493609300,0
1493609301,0
1493609302,0
1493609303,0
1493609534,0
1493609535,0
1493609536,0
1493609537,0
1493609538,0
1493609539,0
1493609540,0
1493609541,0
1493609542,0
1493609543,0
1493609544,0
1493609545,0
1493609546,0
1493609547,0
1493609548,0
1493609549,0
1493609550,0
1493609551,0
1493609552,0
1493609553,0
1493609554,0
1493609645,0
1493609646,0
1493609647,0
1493609648,0
1493609649,0
1493609650,0
1493609651,0
1493609652,0
1493609653,0
1493609654,0
1493609655,0
1493609656,0
1493609657,0
1493609658,0
1493609659,0
1493609660,0
1493609661,0
1493609662,0
1493609696,0
1493609697,0
1493609698,0
1493609699,0
1493609700,0
1493609701,0
1493609702,0
1493609703,0
1493609704,0
1493609705,0
1493609706,0
1493609707,0
1493609708,0
1493609709,0
1493609710,0
1493609711,0
1493609733,0
1493609734,0
1493609735,0
1493609736,0
1493609737,0
1493609738,0
1493609739,0
1493609740,0
1493609741,0
1493609742,0
1493609743,0
1493609744,0
1493609745,0
1493609746,0
1493609747,0
1493609748,0
1493609749,0
1493609750,0
1493609751,0
1493610010,0
1493610011,0
1493610012,0
1493610013,0
1493610014,0
1493610015,0
1493610016,0
1493610017,0
1493610018,0
1493610019,0
1493610020,0
1493610021,0
1493610022,0
1493610023,0
1493610024,0
1493610025,0
1493610026,0
1493610027,0
1493610028,0
1493610029,0
1493610030,0
1493610699,0
1493610700,0
1493610701,0
1493610702,0
1493610703,0
1493610704,0
1493610705,0
1493610706,0
1493610707,0
1493610708,0
1493610709,0
1493610710,0
1493610711,0
1493610712,0
1493610713,0
1493610714,0
1493610715,0
1493610716,0
1493610717,0
1493610718,0
1493610719,0
1493610857,0
1493610858,0
1493610859,0
1493610860,0
1493610861,0
1493610862,0
1493610863,0
1493610864,0
1493610865,0
1493610866,0
1493610867,0
1493610868,0
1493610869,0
1493610870,0
1493610871,0
1493610872,0
1493610873,0
1493610874,0
1493610875,0
1493610876,0
1493610877,0
1493816574,0
1493816575,0
1493816576,0
1493816577,0
1493816578,0
1493816824,0
1493816825,0
1493816826,0
1493816827,0
1493816828,0
1493816829,0
1493816830,0
1493816831,0
1493816832,0
1493816833,0
1493816834,0
1493816835,0
1493816836,0
1493816837,0
1493816838,0
1493816839,0
1493816840,0
1493816841,0
1493816842,0
1493816843,0
1493817072,0
1493817073,0
1493817074,0
1493817075,0
1493817076,0
1493817077,0
1493817078,0
1493817079,0
1493817080,0
1493817081,0
1493817082,0
1493817083,0
1493817084,0
1493817085,0
1493817086,0
1493817087,0
1493817088,0
1493817089,0
1493817090,0
1493817091,0
1493867281,0
1493867282,0
1493867283,0
1493867284,0
1493867285,0
1493867286,0
1493867287,0
1493867288,0
1493867289,0
1493867290,0
1493867291,0
1493867292,0
1493867293,0
1493867294,0
1493867295,0
1493867296,0
1493867297,0
1493867298,0
1493867299,0
1493867300,0
1493867337,0
1493867338,0
1493867339,0
1493867340,0
1493867341,0
1493867342,0
1493867343,0
1493867344,0
1493867345,0
1493867346,0
1493867347,0
1493867348,0
1493867349,0
1493867350,0
1493867351,0
1493867352,0
1493867353,0
1493867354,0
1493867355,0
1493867356,0
1493867357,0
1493867358,0
1493867359,0
1493867492,0
1493867493,0
1493867494,0
1493867495,0
1493867496,0
1493867497,0
1493867498,0
1493867499,0
1493867500,0
1493867501,0
1493867502,0
1493867503,0
1493867504,0
1493867505,0
1493867506,0
1493867507,0
1493867508,0
1493867509,0
1493867510,0
1493867511,0
1493867512,0
1493867513,0
1493867514,0
1493867515,0
1493868052,0
1493868053,0
1493868054,0
1493868055,0
1493868056,0
1493868057,0
1493868058,0
1493868059,0
1493868060,0
1493868061,0
1493868062,0
1493868063,0
1493868064,0
1493868065,0
1493868066,0
1493868067,0
1493868068,0
1493868069,0
1493868070,0
1493868071,0
1493868072,0
1493868073,0
1493868074,0
1493868075,0
1493868076,0
1493868077,0
1493868078,0
1493868220,0
1493868221,0
1493868222,0
1493868223,0
1493868224,0
1493868225,0
1493868226,0
1493868227,0
1493868228,0
1493868229,0
1493868230,0
1493868231,0
1493868232,0
1493868233,0
1493868234,0
1493868235,0
1493868236,0
1493868237,0
1493868238,0
1493868239,0
1493868240,0
1493868241,0
1493868242,0
1493868243,0
